Datum von;Datum bis;Biomasse [MWh] Originalauflösungen;Wasserkraft [MWh] Originalauflösungen;Wind Offshore [MWh] Originalauflösungen;Wind Onshore [MWh] Originalauflösungen;Photovoltaik [MWh] Originalauflösungen;Sonstige Erneuerbare [MWh] Originalauflösungen;Kernenergie [MWh] Originalauflösungen;Braunkohle [MWh] Originalauflösungen;Steinkohle [MWh] Originalauflösungen;Erdgas [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen;Sonstige Konventionelle [MWh] Originalauflösungen;TOTAL;ERNEUERBARE;RESIDUAL;TOTAL_data.py;ERNEUERBAR_data.py;RESIDUAL_data.py
08.10.2024 01:00;08.10.2024 01:15;1.042,25;552,75;153;2.947,25;0;22,75;-;2.708,00;591,5;645;52;331;9.045,50;4.770,00;4.275,50;;;
08.10.2024 01:15;08.10.2024 01:30;1.039,75;522,5;177;3.045,75;0;22,75;-;2.693,75;495,25;643;27;328,25;8.995,00;4.834,75;4.160,25;;;
08.10.2024 01:30;08.10.2024 01:45;1.045,50;510,5;219;3.177,75;0;22,75;-;2.696,25;479,75;642;12;330;9.135,50;4.987,50;4.148,00;;;
08.10.2024 01:45;08.10.2024 02:00;1.045,25;508;230,25;3.206,25;0;22,75;-;2.671,75;473,5;640,5;10,5;330,25;9.139,00;5.023,00;4.116,00;;;
08.10.2024 02:00;08.10.2024 02:15;1.046,75;526,25;257,75;3.215,00;0;22,75;-;2.649,00;477,5;634,75;51;330;9.210,75;5.119,50;4.091,25;;;
08.10.2024 02:15;08.10.2024 02:30;1.053,00;509,5;286;3.232,00;0;22,75;-;2.585,00;475,75;634,5;12,25;329;9.139,75;5.115,50;4.024,25;;;
08.10.2024 02:30;08.10.2024 02:45;1.056,00;508,75;316;3.234,25;0;22,75;-;2.508,00;477,5;634;10,5;328,75;9.096,50;5.148,25;3.948,25;;;
08.10.2024 02:45;08.10.2024 03:00;1.055,50;526,5;342,25;3.265,50;0;22,75;-;2.482,00;479,5;631,25;14,5;329;9.148,75;5.227,00;3.921,75;;;
08.10.2024 03:00;08.10.2024 03:15;1.058,50;545;392;3.274,50;0;22,75;-;2.440,25;481;601,25;111;327,75;9.254,00;5.403,75;3.850,25;;;
08.10.2024 03:15;08.10.2024 03:30;1.069,00;525,5;461,5;3.325,50;0;22,75;-;2.380,00;480,75;592,25;51,75;327,5;9.236,50;5.456,00;3.780,50;;;
08.10.2024 03:30;08.10.2024 03:45;1.075,25;513,25;516,5;3.384,25;0;22,75;-;2.416,50;478;593;40;326;9.365,50;5.552,00;3.813,50;;;
08.10.2024 03:45;08.10.2024 04:00;1.075,50;505,25;589,75;3.391,50;0;22,75;-;2.448,25;480,75;597,5;21,75;326;9.459,00;5.606,50;3.852,50;;;
08.10.2024 04:00;08.10.2024 04:15;1.079,50;505;668,5;3.475,25;0;22,75;-;2.481,25;480,5;601,25;25,25;327;9.666,25;5.776,25;3.890,00;;;
08.10.2024 04:15;08.10.2024 04:30;1.087,25;501;709;3.573,50;0;22,75;-;2.514,75;482;612;10,5;327,25;9.840,00;5.904,00;3.936,00;;;
08.10.2024 04:30;08.10.2024 04:45;1.091,75;509;713,75;3.594,50;0;22,75;-;2.569,75;478,75;631,5;10,5;329,75;9.952,00;5.942,25;4.009,75;;;
08.10.2024 04:45;08.10.2024 05:00;1.094,25;509;744,5;3.635,00;0;22,75;-;2.589,75;482,75;632;10,5;330;10.050,50;6.016,00;4.034,50;;;
08.10.2024 05:00;08.10.2024 05:15;1.096,50;509;842;3.698,00;0;22,75;-;2.631,00;484;664,5;11,25;328,75;10.287,75;6.179,50;4.108,25;;;
08.10.2024 05:15;08.10.2024 05:30;1.103,00;506,25;937,25;3.781,50;0;22,75;-;2.670,25;487,75;690,5;10,5;327,5;10.537,25;6.361,25;4.176,00;;;
08.10.2024 05:30;08.10.2024 05:45;1.105,75;501,75;1.007,00;3.882,75;0;22,75;-;2.737,00;503,75;692,5;11;327,25;10.791,50;6.531,00;4.260,50;;;
08.10.2024 05:45;08.10.2024 06:00;1.107,75;525,25;1.047,00;3.946,00;0;22,75;-;2.786,50;532;696;47,5;329,5;11.040,25;6.696,25;4.344,00;;;
08.10.2024 06:00;08.10.2024 06:15;1.111,75;527,25;1.089,50;4.042,25;0;22,75;-;2.841,75;596,5;789,75;47,5;333,25;11.402,25;6.841,00;4.561,25;;;
08.10.2024 06:15;08.10.2024 06:30;1.114,25;516,5;1.114,00;4.050,25;0;22,75;-;2.919,75;655,5;809,25;102,5;334;11.638,75;6.920,25;4.718,50;;;
08.10.2024 06:30;08.10.2024 06:45;1.118,75;509,5;1.155,00;4.141,50;0;22,75;-;2.930,00;760,5;807,75;106,5;334,5;11.886,75;7.054,00;4.832,75;;;
08.10.2024 06:45;08.10.2024 07:00;1.118,25;537,25;1.220,50;4.169,75;0;22,75;-;2.919,75;908,75;839,75;129,75;334,5;12.201,00;7.198,25;5.002,75;;;
08.10.2024 07:00;08.10.2024 07:15;1.119,50;557,5;1.284,25;4.163,25;1;22,75;-;2.920,50;1.008,50;903,75;537,25;336,75;12.855,00;7.685,50;5.169,50;;;
08.10.2024 07:15;08.10.2024 07:30;1.115,50;575,25;1.310,75;4.138,50;17,25;22,75;-;2.924,00;1.067,00;928,25;728,5;335,5;13.163,25;7.908,50;5.254,75;;;
08.10.2024 07:30;08.10.2024 07:45;1.115,50;557,25;1.359,25;4.172,75;52,25;22,75;-;2.909,25;1.080,50;960,25;836;335,25;13.401,00;8.115,75;5.285,25;;;
08.10.2024 07:45;08.10.2024 08:00;1.114,25;534;1.345,75;4.159,75;175,25;22,75;-;2.923,75;1.081,00;962,25;888,5;336,75;13.544,00;8.240,25;5.303,75;;;
08.10.2024 08:00;08.10.2024 08:15;1.114,00;551,25;1.324,00;4.085,75;359,75;22,75;-;2.905,50;1.084,75;976;814,25;340,75;13.578,75;8.271,75;5.307,00;;;
08.10.2024 08:15;08.10.2024 08:30;1.106,50;536,75;1.254,00;3.987,50;613,25;22,75;-;2.895,75;1.074,50;971,75;736,75;342;13.541,50;8.257,50;5.284,00;;;
08.10.2024 08:30;08.10.2024 08:45;1.105,50;500,25;1.246,75;3.925,50;918,5;22,75;-;2.890,00;1.076,00;1.001,25;628,25;341,75;13.656,50;8.347,50;5.309,00;;;
08.10.2024 08:45;08.10.2024 09:00;1.104,50;497,5;1.249,25;3.887,50;1.229,00;22,75;-;2.882,75;1.062,50;995,5;467;343,75;13.742,00;8.457,50;5.284,50;;;
08.10.2024 09:00;08.10.2024 09:15;1.102,25;513,25;1.254,00;3.872,25;1.541,50;22,75;-;2.892,50;1.007,25;951,5;547;356,25;14.060,50;8.853,00;5.207,50;;;
08.10.2024 09:15;08.10.2024 09:30;1.086,00;538;1.252,25;3.742,25;1.918,00;22,75;-;2.881,50;955;931,25;320;357;14.004,00;8.879,25;5.124,75;;;
08.10.2024 09:30;08.10.2024 09:45;1.079,75;533,25;1.235,00;3.597,00;2.292,25;22,75;-;2.839,25;935,25;925;166,25;358;13.983,75;8.926,25;5.057,50;;;
08.10.2024 09:45;08.10.2024 10:00;1.075,75;521;1.177,75;3.476,00;2.656,25;22,75;-;2.776,75;923,25;959,25;104;358,5;14.051,25;9.033,50;5.017,75;;;
08.10.2024 10:00;08.10.2024 10:15;1.071,50;586,75;1.209,25;3.328,00;3.068,00;22,75;-;2.651,00;934,25;972,75;142,25;358,5;14.345,00;9.428,50;4.916,50;;;
08.10.2024 10:15;08.10.2024 10:30;1.063,00;514;1.180,25;3.161,50;3.464,00;17,75;-;2.617,50;929,25;1.016,50;76,5;356,75;14.397,00;9.477,00;4.920,00;;;
08.10.2024 10:30;08.10.2024 10:45;1.062,00;474,75;1.232,00;3.044,50;3.836,50;18,25;-;2.591,50;937,75;1.033,75;37;355,5;14.623,50;9.705,00;4.918,50;;;
08.10.2024 10:45;08.10.2024 11:00;1.062,75;488;1.234,25;2.895,50;4.153,50;21,25;-;2.555,00;934;1.032,00;60,25;354;14.790,50;9.915,50;4.875,00;;;
08.10.2024 11:00;08.10.2024 11:15;1.056,50;526;1.186,75;2.772,50;4.446,00;17,5;-;2.362,75;948,5;1.081,25;84,75;347,75;14.830,25;10.090,00;4.740,25;;;
08.10.2024 11:15;08.10.2024 11:30;1.050,25;507;1.171,25;2.644,75;4.654,25;19;-;2.244,75;922,5;1.097,75;65,25;344,25;14.721,00;10.111,75;4.609,25;;;
08.10.2024 11:30;08.10.2024 11:45;1.039,75;503,25;1.146,50;2.516,25;4.876,00;22,75;-;2.223,75;924,25;1.100,50;88,5;345;14.786,50;10.193,00;4.593,50;;;
08.10.2024 11:45;08.10.2024 12:00;1.034,50;503;1.154,50;2.488,00;5.031,00;17,75;-;2.168,25;926;1.097,50;71,5;345,25;14.837,25;10.300,25;4.537,00;;;
08.10.2024 12:00;08.10.2024 12:15;1.036,00;515;1.099,25;2.495,50;5.073,50;17,5;-;2.161,50;946;1.091,25;5,25;324,5;14.765,25;10.242,00;4.523,25;;;
08.10.2024 12:15;08.10.2024 12:30;1.038,00;506;1.069,25;2.468,50;5.107,00;17,5;-;2.159,00;964,5;1.101,75;0,75;319,5;14.751,75;10.207,00;4.544,75;;;
08.10.2024 12:30;08.10.2024 12:45;1.040,00;499,5;1.095,75;2.392,25;5.086,75;17,5;-;2.157,75;963,25;1.104,50;14,5;320,5;14.692,25;10.146,25;4.546,00;;;
08.10.2024 12:45;08.10.2024 13:00;1.041,75;500,25;1.133,75;2.284,50;4.971,50;17,5;-;2.183,75;958,25;1.104,00;16;319,75;14.531,00;9.965,25;4.565,75;;;
08.10.2024 13:00;08.10.2024 13:15;1.044,25;497,5;1.160,75;2.204,75;4.812,75;17,5;-;2.270,75;954,75;1.132,75;18;320;14.433,75;9.755,50;4.678,25;;;
08.10.2024 13:15;08.10.2024 13:30;1.049,75;494,75;1.172,50;2.123,75;4.586,75;17,5;-;2.321,75;944;1.127,25;5,75;319;14.162,75;9.450,75;4.712,00;;;
08.10.2024 13:30;08.10.2024 13:45;1.054,50;504,25;1.158,75;2.051,25;4.306,00;19;-;2.340,50;930,5;1.108,00;25,75;319,25;13.817,75;9.119,50;4.698,25;;;
08.10.2024 13:45;08.10.2024 14:00;1.057,00;498;1.172,50;2.033,75;4.016,75;20,25;-;2.407,50;924,5;1.106,75;41,5;318,5;13.597,00;8.839,75;4.757,25;;;
08.10.2024 14:00;08.10.2024 14:15;1.057,50;551,75;1.148,50;1.969,25;3.739,75;20,25;-;2.544,25;866;1.032,75;10;320,75;13.260,75;8.497,00;4.763,75;;;
08.10.2024 14:15;08.10.2024 14:30;1.065,00;515,5;1.139,75;1.924,25;3.435,50;20,25;-;2.742,50;821,75;1.016,25;61,75;320;13.062,50;8.162,00;4.900,50;;;
08.10.2024 14:30;08.10.2024 14:45;1.068,00;548,25;1.181,75;1.873,25;3.136,00;20,25;-;2.810,75;825;997,5;119,75;320,25;12.900,75;7.947,25;4.953,50;;;
08.10.2024 14:45;08.10.2024 15:00;1.070,75;568,75;1.185,75;1.831,00;2.835,75;20,25;-;2.839,50;846,75;985;209;322,5;12.715,00;7.721,25;4.993,75;;;
08.10.2024 15:00;08.10.2024 15:15;1.074,50;515,25;1.194,50;1.820,25;2.536,50;20,25;-;2.844,25;862;1.006,75;159,25;321,75;12.355,25;7.320,50;5.034,75;;;
08.10.2024 15:15;08.10.2024 15:30;1.089,50;537,25;1.196,00;1.818,00;2.244,00;20,25;-;2.867,00;886,25;999,75;227,75;323,5;12.209,25;7.132,75;5.076,50;;;
08.10.2024 15:30;08.10.2024 15:45;1.096,75;563,25;1.247,00;1.783,50;1.958,50;20,25;-;2.912,75;922;1.047,75;204,5;323,5;12.079,75;6.873,75;5.206,00;;;
08.10.2024 15:45;08.10.2024 16:00;1.095,75;574,75;1.219,25;1.742,25;1.693,75;21;-;2.910,25;978;1.075,50;306,75;323;11.940,25;6.653,50;5.286,75;;;
08.10.2024 16:00;08.10.2024 16:15;1.095,00;521;1.158,25;1.714,00;1.437,50;21;-;2.889,75;1.061,25;1.079,25;291,25;321,25;11.589,50;6.238,00;5.351,50;;;
08.10.2024 16:15;08.10.2024 16:30;1.099,75;534,5;1.154,75;1.650,75;1.181,50;21;-;2.928,00;1.109,50;1.159,25;335,75;320;11.494,75;5.978,00;5.516,75;;;
08.10.2024 16:30;08.10.2024 16:45;1.103,50;587,75;1.100,75;1.639,50;966,25;21;-;2.931,00;1.135,25;1.176,00;545;322,25;11.528,25;5.963,75;5.564,50;;;
08.10.2024 16:45;08.10.2024 17:00;1.105,25;592,25;1.049,00;1.657,50;770;21;-;2.932,00;1.162,25;1.219,00;819,5;327,75;11.655,50;6.014,50;5.641,00;;;
08.10.2024 17:00;08.10.2024 17:15;1.113,75;567;1.040,50;1.650,25;626,5;21;-;2.928,25;1.192,00;1.337,00;593;332;11.401,25;5.612,00;5.789,25;;;
08.10.2024 17:15;08.10.2024 17:30;1.119,25;582;1.064,00;1.552,25;482,75;21;-;2.934,25;1.210,50;1.360,50;884,75;332,75;11.544,00;5.706,00;5.838,00;;;
08.10.2024 17:30;08.10.2024 17:45;1.123,00;588,75;1.055,00;1.576,75;343,5;21;-;2.934,50;1.214,00;1.367,75;1.077,00;331,25;11.632,50;5.785,00;5.847,50;;;
08.10.2024 17:45;08.10.2024 18:00;1.126,25;596,5;1.074,25;1.612,50;219;21;-;2.925,00;1.217,75;1.382,75;1.133,25;332,5;11.640,75;5.782,75;5.858,00;;;
08.10.2024 18:00;08.10.2024 18:15;1.129,75;547,25;1.094,00;1.636,50;117,75;21;-;2.920,50;1.230,50;1.391,50;997,75;331;11.417,50;5.544,00;5.873,50;;;
08.10.2024 18:15;08.10.2024 18:30;1.124,00;535,5;1.081,50;1.682,75;46,75;21;-;2.933,25;1.229,25;1.340,25;1.037,50;329,5;11.361,25;5.529,00;5.832,25;;;
08.10.2024 18:30;08.10.2024 18:45;1.125,25;560,25;1.052,50;1.711,25;16,25;21;-;2.940,75;1.226,75;1.339,50;1.178,75;331,5;11.503,75;5.665,25;5.838,50;;;
08.10.2024 18:45;08.10.2024 19:00;1.122,75;593,75;1.016,50;1.721,25;3,75;21;-;2.949,50;1.229,00;1.341,75;1.311,75;329,75;11.640,75;5.790,75;5.850,00;;;
08.10.2024 19:00;08.10.2024 19:15;1.123,00;634,75;987,25;1.848,50;0,25;21;-;2.947,00;1.225,50;1.407,25;1.510,25;331,5;12.036,25;6.125,00;5.911,25;;;
08.10.2024 19:15;08.10.2024 19:30;1.112,50;604,25;956,25;1.958,25;0;21;-;2.954,00;1.228,75;1.410,25;1.396,75;333;11.975,00;6.049,00;5.926,00;;;
08.10.2024 19:30;08.10.2024 19:45;1.108,50;573,75;941,25;1.998,00;0;21;-;2.947,75;1.230,50;1.401,25;1.344,25;333;11.899,25;5.986,75;5.912,50;;;
08.10.2024 19:45;08.10.2024 20:00;1.105,75;540,75;953,75;2.084,50;0;21;-;2.951,00;1.217,25;1.404,00;1.208,50;329;11.815,50;5.914,25;5.901,25;;;
08.10.2024 20:00;08.10.2024 20:15;1.103,75;542,75;906,25;2.155,25;0;21;-;2.955,00;1.201,50;1.357,75;1.144,75;331;11.719,00;5.873,75;5.845,25;;;
08.10.2024 20:15;08.10.2024 20:30;1.094,00;550,25;881,25;2.237,00;0;21;-;2.953,75;1.192,75;1.278,75;996,75;332,5;11.538,00;5.780,25;5.757,75;;;
08.10.2024 20:30;08.10.2024 20:45;1.091,00;519,5;871,75;2.300,50;0;21;-;2.954,00;1.202,00;1.212,50;572;331;11.075,25;5.375,75;5.699,50;;;
08.10.2024 20:45;08.10.2024 21:00;1.090,00;519,5;858,75;2.331,75;0;21;-;2.957,75;1.147,00;1.099,00;593;331,75;10.949,50;5.414,00;5.535,50;;;
08.10.2024 21:00;08.10.2024 21:15;1.088,00;590,5;857,25;2.372,00;0;21;-;2.930,50;1.078,75;975,5;753;331,25;10.997,75;5.681,75;5.316,00;;;
08.10.2024 21:15;08.10.2024 21:30;1.080,50;531,75;831,25;2.430,25;0;21;-;2.936,00;1.005,50;934;484,5;331;10.585,75;5.379,25;5.206,50;;;
08.10.2024 21:30;08.10.2024 21:45;1.077,25;519;851;2.487,50;0;21;-;2.934,25;944,5;858,75;449,5;330,75;10.473,50;5.405,25;5.068,25;;;
08.10.2024 21:45;08.10.2024 22:00;1.075,25;528,25;861,5;2.509,50;0;21;-;2.921,50;857,25;844,75;359,25;330,25;10.308,50;5.354,75;4.953,75;;;
08.10.2024 22:00;08.10.2024 22:15;1.072,25;551,25;879,25;2.504,50;0;21;-;2.836,00;740;801,75;123,75;328,75;9.858,50;5.152,00;4.706,50;;;
08.10.2024 22:15;08.10.2024 22:30;1.063,75;549,5;889,75;2.574,75;0;21;-;2.793,00;593;759,75;42,75;329,5;9.616,75;5.141,50;4.475,25;;;
08.10.2024 22:30;08.10.2024 22:45;1.061,25;539,25;906;2.588,25;0;21;-;2.727,00;528,5;721,25;17,25;327,75;9.437,50;5.133,00;4.304,50;;;
08.10.2024 22:45;08.10.2024 23:00;1.061,00;522,25;903;2.650,00;0;21;-;2.607,50;477,25;710,75;0,75;327,5;9.281,00;5.158,00;4.123,00;;;
08.10.2024 23:00;08.10.2024 23:15;1.057,00;525,25;883,75;2.685,50;0;21;-;2.509,00;361,25;677;1,75;327,75;9.049,25;5.174,25;3.875,00;;;
08.10.2024 23:15;08.10.2024 23:30;1.052,75;520;856,25;2.724,25;0;21;-;2.408,00;358,25;667,75;1,75;328,75;8.938,75;5.176,00;3.762,75;;;
08.10.2024 23:30;08.10.2024 23:45;1.051,25;524,25;824,5;2.809,75;0;21;-;2.346,25;356,75;665,75;2,25;320,5;8.922,25;5.233,00;3.689,25;;;
08.10.2024 23:45;09.10.2024 00:00;1.050,00;555;805;2.869,25;0;21;-;2.292,00;356,75;666,25;2;323,75;8.941,00;5.302,25;3.638,75;;;
09.10.2024 00:00;09.10.2024 00:15;1.049,75;548,25;767,5;2.903,00;0;20,5;-;2.324,75;357;567,25;40,75;314;8.892,75;5.329,75;3.563,00;;;
09.10.2024 00:15;09.10.2024 00:30;1.047,50;527,25;740;2.953,75;0;20,5;-;2.310,00;360,75;544,25;1,5;300,5;8.806,00;5.290,50;3.515,50;;;
09.10.2024 00:30;09.10.2024 00:45;1.047,00;528,75;714;2.973,25;0;20,5;-;2.294,50;356,5;539,5;4;295,25;8.773,25;5.287,50;3.485,75;;;
09.10.2024 00:45;09.10.2024 01:00;1.047,00;528,25;662,75;3.040,50;0;20,5;-;2.239,25;354,75;558,5;3,5;297,25;8.752,25;5.302,50;3.449,75;;;
09.10.2024 01:00;09.10.2024 01:15;1.047,75;526,75;586;3.108,25;0;20,5;-;2.164,75;357,5;555,5;28,25;299,75;8.695,00;5.317,50;3.377,50;;;
09.10.2024 01:15;09.10.2024 01:30;1.052,25;521,25;557;3.188,50;0;20,5;-;2.108,25;354,75;552,5;1;299,75;8.655,75;5.340,50;3.315,25;;;
09.10.2024 01:30;09.10.2024 01:45;1.054,25;521,75;536,5;3.222,75;0;20,5;-;2.041,00;353,5;553,25;0,5;302;8.606,00;5.356,25;3.249,75;;;
09.10.2024 01:45;09.10.2024 02:00;1.054,75;523,75;473,75;3.305,25;0;20,5;-;2.027,25;355,5;554,25;0,75;303,75;8.619,50;5.378,75;3.240,75;;;
09.10.2024 02:00;09.10.2024 02:15;1.057,25;522,5;434;3.361,00;0;20,5;-;1.969,00;356,25;553,75;1;304;8.579,25;5.396,25;3.183,00;;;
09.10.2024 02:15;09.10.2024 02:30;1.061,00;517;435,5;3.403,25;0;20,5;-;1.924,25;357;552;0,25;305,5;8.576,25;5.437,50;3.138,75;;;
09.10.2024 02:30;09.10.2024 02:45;1.064,50;516;454,25;3.420,00;0;20,5;-;1.875,25;351;552,25;0,25;304,75;8.558,75;5.475,50;3.083,25;;;
09.10.2024 02:45;09.10.2024 03:00;1.066,00;513,75;462,5;3.429,00;0;20,5;-;1.869,25;349,25;559;0,5;311;8.580,75;5.492,25;3.088,50;;;
09.10.2024 03:00;09.10.2024 03:15;1.067,00;513,5;462,5;3.466,25;0;20,5;-;1.858,75;358;556;0,5;311,25;8.614,25;5.530,25;3.084,00;;;
09.10.2024 03:15;09.10.2024 03:30;1.072,75;511,5;468;3.477,50;0;20,5;-;1.858,25;356,5;559;0,5;316,75;8.641,25;5.550,75;3.090,50;;;
09.10.2024 03:30;09.10.2024 03:45;1.075,00;509;487,25;3.458,75;0;20,5;-;1.858,25;354,75;557,25;0,5;318,75;8.640,00;5.551,00;3.089,00;;;
09.10.2024 03:45;09.10.2024 04:00;1.076,50;509,25;522;3.484,50;0;20,5;-;1.860,50;355;561;1,25;318,5;8.709,00;5.614,00;3.095,00;;;
09.10.2024 04:00;09.10.2024 04:15;1.078,50;500,25;564,5;3.501,00;0;20,5;-;1.875,25;365,75;558,75;0,5;314;8.779,00;5.665,25;3.113,75;;;
09.10.2024 04:15;09.10.2024 04:30;1.084,50;496,75;599,25;3.458,00;0;21,25;-;1.874,00;367;560;0,5;313,75;8.775,00;5.660,25;3.114,75;;;
09.10.2024 04:30;09.10.2024 04:45;1.088,00;506,5;579;3.456,50;0;21,25;-;1.952,00;366,5;579,75;0,5;316,75;8.866,75;5.651,75;3.215,00;;;
09.10.2024 04:45;09.10.2024 05:00;1.086,25;505;611,5;3.537,50;0;21,25;-;2.000,00;373;582,25;0,5;320,5;9.037,75;5.762,00;3.275,75;;;
09.10.2024 05:00;09.10.2024 05:15;1.088,50;505,5;691,5;3.581,50;0;21,25;-;2.093,25;375;601,75;0,5;318,5;9.277,25;5.888,75;3.388,50;;;
09.10.2024 05:15;09.10.2024 05:30;1.095,00;500,25;716,5;3.605,00;0;21,25;-;2.116,75;379,25;610,75;1;317,25;9.363,00;5.939,00;3.424,00;;;
09.10.2024 05:30;09.10.2024 05:45;1.097,50;500,5;765,25;3.622,75;0;21,25;-;2.200,00;397,5;679,5;0,5;317,5;9.602,25;6.007,75;3.594,50;;;
09.10.2024 05:45;09.10.2024 06:00;1.100,75;498,5;807;3.645,00;0;21,25;-;2.388,25;414,75;696,75;0,75;317,25;9.890,25;6.073,25;3.817,00;;;
09.10.2024 06:00;09.10.2024 06:15;1.107,75;528,75;831,5;3.795,75;0;21,25;-;2.620,25;437;795;65,75;321,25;10.524,25;6.350,75;4.173,50;;;
09.10.2024 06:15;09.10.2024 06:30;1.113,00;507;847,75;3.872,25;0;21,25;-;2.789,50;463,75;812,5;149;321;10.897,00;6.510,25;4.386,75;;;
09.10.2024 06:30;09.10.2024 06:45;1.113,75;536;887,25;3.948,00;0;21,25;-;2.844,00;502;825,75;274,5;320,75;11.273,25;6.780,75;4.492,50;;;
09.10.2024 06:45;09.10.2024 07:00;1.115,75;553,75;907,75;4.002,50;0;21,25;-;2.768,25;583,25;849,75;506,5;323,5;11.632,25;7.107,50;4.524,75;;;
09.10.2024 07:00;09.10.2024 07:15;1.119,75;520;950,25;4.043,50;0,75;21,25;-;2.670,00;629;988,5;846,5;324;12.113,50;7.502,00;4.611,50;;;
09.10.2024 07:15;09.10.2024 07:30;1.112,75;606,5;978,75;4.033,50;14,75;21,25;-;2.640,75;644;1.025,25;1.234,75;328,5;12.640,75;8.002,25;4.638,50;;;
09.10.2024 07:30;09.10.2024 07:45;1.113,50;502,75;1.051,25;4.009,00;49,25;21,25;-;2.634,50;649,5;1.032,75;1.359,00;328,25;12.751,00;8.106,00;4.645,00;;;
09.10.2024 07:45;09.10.2024 08:00;1.110,75;523;1.113,50;4.031,00;248,75;21,25;-;2.644,25;646,75;1.033,75;1.327,75;328,25;13.029,00;8.376,00;4.653,00;;;
09.10.2024 08:00;09.10.2024 08:15;1.110,75;558;1.163,00;4.047,25;539,25;21,25;-;2.686,50;651,75;1.032,25;1.343,75;326,25;13.480,00;8.783,25;4.696,75;;;
09.10.2024 08:15;09.10.2024 08:30;1.101,00;556,5;1.187,75;4.080,50;898,25;21,25;-;2.674,00;658;1.030,25;1.230,00;326;13.763,50;9.075,25;4.688,25;;;
09.10.2024 08:30;09.10.2024 08:45;1.100,50;491,5;1.254,75;4.078,75;1.309,00;21,25;-;2.673,25;664,25;1.032,50;952,5;328,5;13.906,75;9.208,25;4.698,50;;;
09.10.2024 08:45;09.10.2024 09:00;1.098,25;475,75;1.190,00;4.012,00;1.757,50;21,25;-;2.733,75;662;1.018,75;788,75;328,5;14.086,50;9.343,50;4.743,00;;;
09.10.2024 09:00;09.10.2024 09:15;1.102,75;488,5;1.126,25;3.917,25;2.250,50;21,25;-;2.816,75;619,25;902,25;557,25;329,5;14.131,50;9.463,75;4.667,75;;;
09.10.2024 09:15;09.10.2024 09:30;1.090,50;482,25;1.103,25;3.823,75;2.768,00;21,25;-;2.796,25;577,5;887,75;456,5;330,5;14.337,50;9.745,50;4.592,00;;;
09.10.2024 09:30;09.10.2024 09:45;1.084,75;472;1.117,00;3.760,50;3.312,00;21,25;-;2.717,25;566,5;886,25;188,75;330,75;14.457,00;9.956,25;4.500,75;;;
09.10.2024 09:45;09.10.2024 10:00;1.080,75;464;1.134,50;3.625,75;3.829,00;21,25;-;2.570,25;562;884;87;393;14.651,50;10.242,25;4.409,25;;;
09.10.2024 10:00;09.10.2024 10:15;1.074,25;480,25;1.160,75;3.541,25;4.360,00;21,25;-;2.467,00;561;827;220,5;440,5;15.153,75;10.858,25;4.295,50;;;
09.10.2024 10:15;09.10.2024 10:30;1.067,75;464,5;1.180,50;3.485,00;4.856,25;21,25;-;2.363,75;562,25;833;58,25;441,75;15.334,25;11.133,50;4.200,75;;;
09.10.2024 10:30;09.10.2024 10:45;1.065,50;470,25;1.188,00;3.412,50;5.264,25;21,25;-;2.272,00;563;832,25;44,25;442,75;15.576,00;11.466,00;4.110,00;;;
09.10.2024 10:45;09.10.2024 11:00;1.065,25;470,25;1.132,00;3.322,25;5.618,50;21,25;-;2.158,00;568,5;801;75;443,5;15.675,50;11.704,50;3.971,00;;;
09.10.2024 11:00;09.10.2024 11:15;1.063,00;463,75;1.115,25;3.364,25;5.780,00;21,25;-;2.065,50;573,75;666,25;119,5;437,5;15.670,00;11.927,00;3.743,00;;;
09.10.2024 11:15;09.10.2024 11:30;1.063,00;461,25;1.118,50;3.454,25;5.956,75;21,25;-;1.978,50;573,75;630,25;93;432,25;15.782,75;12.168,00;3.614,75;;;
09.10.2024 11:30;09.10.2024 11:45;1.063,50;453,25;1.137,00;3.474,00;6.157,75;21,25;-;1.984,50;567;628,25;79,5;433,25;15.999,25;12.386,25;3.613,00;;;
09.10.2024 11:45;09.10.2024 12:00;1.064,25;476,25;1.158,75;3.457,00;6.241,25;22,25;-;2.038,50;566,75;626,25;82,75;429,5;16.163,50;12.502,50;3.661,00;;;
09.10.2024 12:00;09.10.2024 12:15;1.061,75;472,25;1.137,25;3.534,75;6.259,00;22,25;-;1.985,75;567;636,5;50,25;421,25;16.148,00;12.537,50;3.610,50;;;
09.10.2024 12:15;09.10.2024 12:30;1.063,50;472,5;1.122,75;3.676,00;6.207,00;22,25;-;2.045,75;572,5;633,75;23,5;418,5;16.258,00;12.587,50;3.670,50;;;
09.10.2024 12:30;09.10.2024 12:45;1.063,25;463,75;1.076,50;3.811,50;6.077,00;22,25;-;2.039,75;573;641,5;17,25;416;16.201,75;12.531,50;3.670,25;;;
09.10.2024 12:45;09.10.2024 13:00;1.062,50;447,75;1.012,50;3.898,75;5.911,75;21,25;-;2.080,75;569,25;642,75;36,25;418,75;16.102,25;12.390,75;3.711,50;;;
09.10.2024 13:00;09.10.2024 13:15;1.063,50;446,25;929,25;3.990,50;5.752,00;21,25;-;2.138,50;562;630;43;417;15.993,25;12.245,75;3.747,50;;;
